Model,Mut_alpha,Run,Parameter,p-value,Statistics,Iter
Minimal,-0.25,Bm1,Translation rate,5.037526830047436e-05,16.433935377407266,iter1
Minimal,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm1,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter1
No Cost,-0.25,Bm1,Transcription rate,0.0004200576801101104,12.440791727977913,iter1
No Cost,-0.25,Bm1,Translation rate,0.04304778131719536,4.093524765659931,iter1
No Cost,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm1,Divergence ratio,1.2471004743600721e-08,32.41206099663413,iter1
Mixed,-0.25,Bm1,Transcription rate,0.0011283483098945622,10.604138302339873,iter2
Mixed,-0.25,Bm1,Translation rate,0.17818372257138163,1.812707986588551,iter2
Mixed,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.25,Bm1,Divergence ratio,2.7322181200040144e-08,30.88895865361646,iter2
ADS,-0.25,Bm1,Transcription rate,7.649025641311253e-06,20.02365037536304,iter2
ADS,-0.25,Bm1,Translation rate,2.7987227700071524e-05,17.549853966165525,iter2
ADS,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm1,Divergence ratio,3.238383804115471e-14,57.58406599105479,iter2
Minimal,-0.25,Bm1,Transcription rate,2.0796064837633574e-06,22.520059033945067,iter2
Minimal,-0.25,Bm1,Translation rate,0.00015486972426095714,14.312057405381411,iter2
Minimal,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm1,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter2
No Cost,-0.25,Bm1,Transcription rate,0.00024974021681420437,13.414098043542271,iter2
No Cost,-0.25,Bm1,Translation rate,0.002969528038854673,8.826097133229158,iter2
No Cost,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm1,Divergence ratio,1.0654347119763374e-09,37.201286436668475,iter2
Mixed,-0.25,Bm1,Transcription rate,0.0006944140790208285,11.504138480910449,iter3
Mixed,-0.25,Bm1,Translation rate,0.34709351835447666,0.8840547411083777,iter3
Mixed,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm1,Divergence ratio,1.243165261469658e-07,27.95271317307177,iter3
ADS,-0.25,Bm1,Transcription rate,7.649025641311253e-06,20.02365037536304,iter3
ADS,-0.25,Bm1,Translation rate,0.0007328067690399744,11.40413846106929,iter3
ADS,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm1,Divergence ratio,9.121289658993742e-14,55.54782068908068,iter3
Minimal,-0.25,Bm1,Transcription rate,1.4286976812894014e-05,18.830425648817357,iter3
Minimal,-0.25,Bm1,Translation rate,0.0007328067690399744,11.40413846106929,iter3
Minimal,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.25,Bm1,Divergence ratio,4.794239760284531e-12,47.76937016615315,iter3
No Cost,-0.25,Bm1,Transcription rate,2.6220612639787377e-05,17.673853990768563,iter3
No Cost,-0.25,Bm1,Translation rate,0.04304778131719536,4.093524765659931,iter3
No Cost,-0.25,Bm1,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm1,Divergence ratio,1.0654347119763374e-09,37.201286436668475,iter3
Mixed,-0.25,Bm2,Transcription rate,0.22028650629969113,1.5025038434077564,iter1
Mixed,-0.25,Bm2,Translation rate,0.41242133878944276,0.6718098010373078,iter1
Mixed,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm2,Divergence ratio,0.33956982116428486,0.9120547466639027,iter1
ADS,-0.25,Bm2,Transcription rate,0.134518800005224,2.2395652141391618,iter1
ADS,-0.25,Bm2,Translation rate,0.34709351835447666,0.8840547411083777,iter1
ADS,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm2,Divergence ratio,0.0011283483098945622,10.604138302339873,iter1
Minimal,-0.25,Bm2,Transcription rate,0.134518800005224,2.2395652141391618,iter1
Minimal,-0.25,Bm2,Translation rate,0.5932617918204881,0.2852791121001962,iter1
Minimal,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm2,Divergence ratio,0.002829776762805876,8.91409715068938,iter1
No Cost,-0.25,Bm2,Transcription rate,0.22028650629969113,1.5025038434077564,iter1
No Cost,-0.25,Bm2,Translation rate,0.994106191419934,5.456571238548088e-05,iter1
No Cost,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm2,Divergence ratio,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm2,Transcription rate,0.22028650629969113,1.5025038434077564,iter2
Mixed,-0.25,Bm2,Translation rate,0.41242133878944276,0.6718098010373078,iter2
Mixed,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.25,Bm2,Divergence ratio,0.134518800005224,2.2395652141391618,iter2
ADS,-0.25,Bm2,Transcription rate,0.020956298810059025,5.330422970258688,iter2
ADS,-0.25,Bm2,Translation rate,0.5031824528591515,0.44821791993936877,iter2
ADS,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm2,Divergence ratio,4.7285752286331196e-05,16.55393540121666,iter2
Minimal,-0.25,Bm2,Transcription rate,0.17346876677310774,1.8527079945250151,iter2
Minimal,-0.25,Bm2,Translation rate,0.42089682456898125,0.6478097962754292,iter2
Minimal,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm2,Divergence ratio,0.0004200576801101104,12.440791727977913,iter2
No Cost,-0.25,Bm2,Transcription rate,0.33956982116428486,0.9120547466639027,iter2
No Cost,-0.25,Bm2,Translation rate,0.6900849897176329,0.1589933727579116,iter2
No Cost,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm2,Divergence ratio,0.029750574649313057,4.723647339663215,iter2
Mixed,-0.25,Bm2,Transcription rate,0.22028650629969113,1.5025038434077564,iter3
Mixed,-0.25,Bm2,Translation rate,0.8864778401970556,0.020381100357652678,iter3
Mixed,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm2,Divergence ratio,0.22028650629969113,1.5025038434077564,iter3
ADS,-0.25,Bm2,Transcription rate,0.134518800005224,2.2395652141391618,iter3
ADS,-0.25,Bm2,Translation rate,0.5031824528591515,0.44821791993936877,iter3
ADS,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm2,Divergence ratio,0.00024974021681420437,13.414098043542271,iter3
Minimal,-0.25,Bm2,Transcription rate,0.057086976171368826,3.6200552839629294,iter3
Minimal,-0.25,Bm2,Translation rate,0.42089682456898125,0.6478097962754292,iter3
Minimal,-0.25,Bm2,Protein abundance,0.134518800005224,2.2395652141391618,iter3
Minimal,-0.25,Bm2,Divergence ratio,0.0004200576801101104,12.440791727977913,iter3
No Cost,-0.25,Bm2,Transcription rate,0.17346876677310774,1.8527079945250151,iter3
No Cost,-0.25,Bm2,Translation rate,0.5932617918204881,0.2852791121001962,iter3
No Cost,-0.25,Bm2,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm2,Divergence ratio,0.029750574649313057,4.723647339663215,iter3
Mixed,-0.25,Bm3,Transcription rate,0.6792304686317858,0.17099337513885093,iter1
Mixed,-0.25,Bm3,Translation rate,0.0018022330792923124,9.740791192266183,iter1
Mixed,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter1
ADS,-0.25,Bm3,Transcription rate,0.49380815123373467,0.4682179239076009,iter1
ADS,-0.25,Bm3,Translation rate,0.134518800005224,2.2395652141391618,iter1
ADS,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter1
Minimal,-0.25,Bm3,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
Minimal,-0.25,Bm3,Translation rate,0.134518800005224,2.2395652141391618,iter1
Minimal,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter1
No Cost,-0.25,Bm3,Transcription rate,0.49380815123373467,0.4682179239076009,iter1
No Cost,-0.25,Bm3,Translation rate,0.00662962920010818,7.37066827302644,iter1
No Cost,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter1
Mixed,-0.25,Bm3,Transcription rate,0.994106191419934,5.456571238548088e-05,iter2
Mixed,-0.25,Bm3,Translation rate,0.00014592616083559297,14.424057427603511,iter2
Mixed,-0.25,Bm3,Protein abundance,0.17346876677310774,1.8527079945250151,iter2
Mixed,-0.25,Bm3,Divergence ratio,0.7922698809993411,0.06936070191251494,iter2
ADS,-0.25,Bm3,Transcription rate,0.49380815123373467,0.4682179239076009,iter2
ADS,-0.25,Bm3,Translation rate,0.41242133878944276,0.6718098010373078,iter2
ADS,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm3,Divergence ratio,0.7809064864408017,0.07736070349980781,iter2
Minimal,-0.25,Bm3,Transcription rate,0.33956982116428486,0.9120547466639027,iter2
Minimal,-0.25,Bm3,Translation rate,0.49380815123373467,0.4682179239076009,iter2
Minimal,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter2
No Cost,-0.25,Bm3,Transcription rate,0.994106191419934,5.456571238548088e-05,iter2
No Cost,-0.25,Bm3,Translation rate,0.014519532939827285,5.973851669351051,iter2
No Cost,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter2
Mixed,-0.25,Bm3,Transcription rate,0.49380815123373467,0.4682179239076009,iter3
Mixed,-0.25,Bm3,Translation rate,0.0011283483098945622,10.604138302339873,iter3
Mixed,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter3
ADS,-0.25,Bm3,Transcription rate,0.49380815123373467,0.4682179239076009,iter3
ADS,-0.25,Bm3,Translation rate,0.41242133878944276,0.6718098010373078,iter3
ADS,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter3
Minimal,-0.25,Bm3,Transcription rate,0.27554089865059816,1.1889527607873858,iter3
Minimal,-0.25,Bm3,Translation rate,0.17346876677310774,1.8527079945250151,iter3
Minimal,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.25,Bm3,Divergence ratio,0.7809064864408017,0.07736070349980781,iter3
No Cost,-0.25,Bm3,Transcription rate,0.6792304686317858,0.17099337513885093,iter3
No Cost,-0.25,Bm3,Translation rate,0.134518800005224,2.2395652141391618,iter3
No Cost,-0.25,Bm3,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm3,Divergence ratio,0.994106191419934,5.456571238548088e-05,iter3
Mixed,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
Mixed,-0.25,Bm4,Translation rate,4.02369060274092e-06,21.25352817040561,iter1
Mixed,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm4,Divergence ratio,0.22589812070025445,1.4665038362649385,iter1
ADS,-0.25,Bm4,Transcription rate,0.6792304686317858,0.17099337513885093,iter1
ADS,-0.25,Bm4,Translation rate,0.0011283483098945622,10.604138302339873,iter1
ADS,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm4,Divergence ratio,0.8981579395873303,0.016381099564006237,iter1
Minimal,-0.25,Bm4,Transcription rate,0.49380815123373467,0.4682179239076009,iter1
Minimal,-0.25,Bm4,Translation rate,0.00014592616083559297,14.424057427603511,iter1
Minimal,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm4,Divergence ratio,0.6900849897176329,0.1589933727579116,iter1
No Cost,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
No Cost,-0.25,Bm4,Translation rate,0.00014592616083559297,14.424057427603511,iter1
No Cost,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm4,Divergence ratio,0.42089682456898125,0.6478097962754292,iter1
Mixed,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter2
Mixed,-0.25,Bm4,Translation rate,1.4286976812894014e-05,18.830425648817357,iter2
Mixed,-0.25,Bm4,Protein abundance,0.17346876677310774,1.8527079945250151,iter2
Mixed,-0.25,Bm4,Divergence ratio,0.17818372257138163,1.812707986588551,iter2
ADS,-0.25,Bm4,Transcription rate,0.7922698809993411,0.06936070191251494,iter2
ADS,-0.25,Bm4,Translation rate,0.029750574649313057,4.723647339663215,iter2
ADS,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm4,Divergence ratio,0.22589812070025445,1.4665038362649385,iter2
Minimal,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter2
Minimal,-0.25,Bm4,Translation rate,0.0018022330792923124,9.740791192266183,iter2
Minimal,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm4,Divergence ratio,0.42089682456898125,0.6478097962754292,iter2
No Cost,-0.25,Bm4,Transcription rate,0.8981579395873303,0.016381099564006237,iter2
No Cost,-0.25,Bm4,Translation rate,0.0011283483098945622,10.604138302339873,iter2
No Cost,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm4,Divergence ratio,0.22589812070025445,1.4665038362649385,iter2
Mixed,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
Mixed,-0.25,Bm4,Translation rate,7.649025641311253e-06,20.02365037536304,iter3
Mixed,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm4,Divergence ratio,0.13840843153872393,2.195565205409051,iter3
ADS,-0.25,Bm4,Transcription rate,0.8864778401970556,0.020381100357652678,iter3
ADS,-0.25,Bm4,Translation rate,0.0011283483098945622,10.604138302339873,iter3
ADS,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm4,Divergence ratio,0.6900849897176329,0.1589933727579116,iter3
Minimal,-0.25,Bm4,Transcription rate,0.49380815123373467,0.4682179239076009,iter3
Minimal,-0.25,Bm4,Translation rate,0.0011283483098945622,10.604138302339873,iter3
Minimal,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.25,Bm4,Divergence ratio,0.8981579395873303,0.016381099564006237,iter3
No Cost,-0.25,Bm4,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
No Cost,-0.25,Bm4,Translation rate,8.379549325506371e-05,15.47066988016164,iter3
No Cost,-0.25,Bm4,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm4,Divergence ratio,0.28209840996311747,1.156952754438214,iter3
Mixed,-0.25,Bm5,Transcription rate,0.6900849897176329,0.1589933727579116,iter1
Mixed,-0.25,Bm5,Translation rate,1.2471004743600721e-08,32.41206099663413,iter1
Mixed,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm5,Divergence ratio,0.07968872281847325,3.071238848540715,iter1
ADS,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
ADS,-0.25,Bm5,Translation rate,1.4286976812894014e-05,18.830425648817357,iter1
ADS,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm5,Divergence ratio,0.13840843153872393,2.195565205409051,iter1
Minimal,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
Minimal,-0.25,Bm5,Translation rate,7.649025641311253e-06,20.02365037536304,iter1
Minimal,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm5,Divergence ratio,0.22589812070025445,1.4665038362649385,iter1
No Cost,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
No Cost,-0.25,Bm5,Translation rate,5.26811291667946e-07,25.163079966514644,iter1
No Cost,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm5,Divergence ratio,0.13840843153872393,2.195565205409051,iter1
Mixed,-0.25,Bm5,Transcription rate,0.6900849897176329,0.1589933727579116,iter2
Mixed,-0.25,Bm5,Translation rate,1.243165261469658e-07,27.95271317307177,iter2
Mixed,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.25,Bm5,Divergence ratio,0.059043328919913714,3.5640552728518795,iter2
ADS,-0.25,Bm5,Transcription rate,0.8981579395873303,0.016381099564006237,iter2
ADS,-0.25,Bm5,Translation rate,4.02369060274092e-06,21.25352817040561,iter2
ADS,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm5,Divergence ratio,0.07968872281847325,3.071238848540715,iter2
Minimal,-0.25,Bm5,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
Minimal,-0.25,Bm5,Translation rate,1.4286976812894014e-05,18.830425648817357,iter2
Minimal,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm5,Divergence ratio,0.07968872281847325,3.071238848540715,iter2
No Cost,-0.25,Bm5,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
No Cost,-0.25,Bm5,Translation rate,4.02369060274092e-06,21.25352817040561,iter2
No Cost,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm5,Divergence ratio,0.04304778131719536,4.093524765659931,iter2
Mixed,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
Mixed,-0.25,Bm5,Translation rate,1.0654347119763374e-09,37.201286436668475,iter3
Mixed,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm5,Divergence ratio,0.07968872281847325,3.071238848540715,iter3
ADS,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
ADS,-0.25,Bm5,Translation rate,2.6220612639787377e-05,17.673853990768563,iter3
ADS,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm5,Divergence ratio,0.13840843153872393,2.195565205409051,iter3
Minimal,-0.25,Bm5,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
Minimal,-0.25,Bm5,Translation rate,4.7285752286331196e-05,16.55393540121666,iter3
Minimal,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.25,Bm5,Divergence ratio,0.13840843153872393,2.195565205409051,iter3
No Cost,-0.25,Bm5,Transcription rate,0.7922698809993411,0.06936070191251494,iter3
No Cost,-0.25,Bm5,Translation rate,7.649025641311253e-06,20.02365037536304,iter3
No Cost,-0.25,Bm5,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm5,Divergence ratio,0.13840843153872393,2.195565205409051,iter3
Mixed,-0.25,Bm6,Transcription rate,0.5932617918204881,0.2852791121001962,iter1
Mixed,-0.25,Bm6,Translation rate,3.120108492829616e-11,44.10006331567071,iter1
Mixed,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm6,Divergence ratio,0.010325069856026754,6.577933421861019,iter1
ADS,-0.25,Bm6,Transcription rate,0.994106191419934,5.456571238548088e-05,iter1
ADS,-0.25,Bm6,Translation rate,1.0654347119763374e-09,37.201286436668475,iter1
ADS,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm6,Divergence ratio,0.13840843153872393,2.195565205409051,iter1
Minimal,-0.25,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter1
Minimal,-0.25,Bm6,Translation rate,2.0796064837633574e-06,22.520059033945067,iter1
Minimal,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm6,Divergence ratio,0.13840843153872393,2.195565205409051,iter1
No Cost,-0.25,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter1
No Cost,-0.25,Bm6,Translation rate,4.527567131311085e-10,38.871001053673695,iter1
No Cost,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm6,Divergence ratio,0.04304778131719536,4.093524765659931,iter1
Mixed,-0.25,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter2
Mixed,-0.25,Bm6,Translation rate,4.794239760284531e-12,47.76937016615315,iter2
Mixed,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.25,Bm6,Divergence ratio,0.015124975876593796,5.901851655065416,iter2
ADS,-0.25,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter2
ADS,-0.25,Bm6,Translation rate,4.527567131311085e-10,38.871001053673695,iter2
ADS,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm6,Divergence ratio,0.02179066203846969,5.262422956766699,iter2
Minimal,-0.25,Bm6,Transcription rate,0.5031824528591515,0.44821791993936877,iter2
Minimal,-0.25,Bm6,Translation rate,1.2471004743600721e-08,32.41206099663413,iter2
Minimal,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm6,Divergence ratio,0.07968872281847325,3.071238848540715,iter2
No Cost,-0.25,Bm6,Transcription rate,0.7922698809993411,0.06936070191251494,iter2
No Cost,-0.25,Bm6,Translation rate,1.8898285960774294e-10,40.57736873917582,iter2
No Cost,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm6,Divergence ratio,0.04304778131719536,4.093524765659931,iter2
Mixed,-0.25,Bm6,Transcription rate,0.8981579395873303,0.016381099564006237,iter3
Mixed,-0.25,Bm6,Translation rate,3.120108492829616e-11,44.10006331567071,iter3
Mixed,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm6,Divergence ratio,0.02179066203846969,5.262422956766699,iter3
ADS,-0.25,Bm6,Transcription rate,0.6900849897176329,0.1589933727579116,iter3
ADS,-0.25,Bm6,Translation rate,1.2471004743600721e-08,32.41206099663413,iter3
ADS,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
ADS,-0.25,Bm6,Divergence ratio,0.02179066203846969,5.262422956766699,iter3
Minimal,-0.25,Bm6,Transcription rate,0.994106191419934,5.456571238548088e-05,iter3
Minimal,-0.25,Bm6,Translation rate,2.4627211695436118e-09,35.56822488816014,iter3
Minimal,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Minimal,-0.25,Bm6,Divergence ratio,0.07968872281847325,3.071238848540715,iter3
No Cost,-0.25,Bm6,Transcription rate,0.5031824528591515,0.44821791993936877,iter3
No Cost,-0.25,Bm6,Translation rate,2.4627211695436118e-09,35.56822488816014,iter3
No Cost,-0.25,Bm6,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
No Cost,-0.25,Bm6,Divergence ratio,0.02179066203846969,5.262422956766699,iter3
Mixed,-0.25,Bm7,Transcription rate,0.34709351835447666,0.8840547411083777,iter1
Mixed,-0.25,Bm7,Translation rate,3.120108492829616e-11,44.10006331567071,iter1
Mixed,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Mixed,-0.25,Bm7,Divergence ratio,0.0007328067690399744,11.40413846106929,iter1
ADS,-0.25,Bm7,Transcription rate,0.7922698809993411,0.06936070191251494,iter1
ADS,-0.25,Bm7,Translation rate,4.527567131311085e-10,38.871001053673695,iter1
ADS,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
ADS,-0.25,Bm7,Divergence ratio,0.02179066203846969,5.262422956766699,iter1
Minimal,-0.25,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
Minimal,-0.25,Bm7,Translation rate,1.8898285960774294e-10,40.57736873917582,iter1
Minimal,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
Minimal,-0.25,Bm7,Divergence ratio,0.02179066203846969,5.262422956766699,iter1
No Cost,-0.25,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter1
No Cost,-0.25,Bm7,Translation rate,7.748056396200987e-11,42.320389493174815,iter1
No Cost,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter1
No Cost,-0.25,Bm7,Divergence ratio,0.02179066203846969,5.262422956766699,iter1
Mixed,-0.25,Bm7,Transcription rate,0.6900849897176329,0.1589933727579116,iter2
Mixed,-0.25,Bm7,Translation rate,3.120108492829616e-11,44.10006331567071,iter2
Mixed,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Mixed,-0.25,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
ADS,-0.25,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter2
ADS,-0.25,Bm7,Translation rate,7.748056396200987e-11,42.320389493174815,iter2
ADS,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
ADS,-0.25,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Minimal,-0.25,Bm7,Transcription rate,0.34709351835447666,0.8840547411083777,iter2
Minimal,-0.25,Bm7,Translation rate,1.8898285960774294e-10,40.57736873917582,iter2
Minimal,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
Minimal,-0.25,Bm7,Divergence ratio,0.010325069856026754,6.577933421861019,iter2
No Cost,-0.25,Bm7,Transcription rate,0.6900849897176329,0.1589933727579116,iter2
No Cost,-0.25,Bm7,Translation rate,6.855332542846912e-13,51.58528929062314,iter2
No Cost,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter2
No Cost,-0.25,Bm7,Divergence ratio,0.004575411835625495,8.040056160942889,iter2
Mixed,-0.25,Bm7,Transcription rate,0.42089682456898125,0.6478097962754292,iter3
Mixed,-0.25,Bm7,Translation rate,3.120108492829616e-11,44.10006331567071,iter3
Mixed,-0.25,Bm7,Protein abundance,0.10270198122930291,2.6630755022501966,iter3
Mixed,-0.25,Bm7,Divergence ratio,0.0018947623210839935,9.648791174012313,iter3
ADS,-0.25,Bm7,Transcription rate,0.6900849897176329,0.1589933727579116,iter3
ADS,-0.25,Bm7,Translation rate,1.0654347119763374e-09,37.201286436668475,iter3
