SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.176;Spar_12.155;NA;NA;NA;1377;1339;395;776;32,73018058;14,88731948;3,513015884;5,571594362;352;504;283,218659;263,6639327;0,272294314;0,891749185;134;0;3,025488291;1,007977028;5,027279206;-1,046115363;96;196;91,76280601;71,73086671;0,024065687;1,397183357;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;1,766221814;3,380408948;0,150505241;0,066692093;1,077021036;0;0,025007234;0,012428652;2,458205801;2,50358867;2,033999309;1,34690365;0,65570427;1,332982658;0,644550319;0,50168125;0;0;NA;NA;0,087688734;NA;NA;NA;NA;0,0102325;0,470365;0,0217543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.177;Spar_12.156;YLR082C;S000004072;SRL2;932;932;7099;10497;10508,37161;9687,675027;-0,565785479;0,115743214;8564;10812;4508,113517;7673,736935;0,925609416;0,49457764;2097;2508;1595,440826;2507,846845;0,3941556;8,81E-05;2430;2293;1201,452553;1947,159399;1,015569925;0,235753667;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;46,89897516;67,56017198;69,42298934;62,3508051;24,90209272;44,42931525;18,94591295;44,4261913;88,36296137;79,35174944;46,51450964;56,31931654;24,52229318;23,04042631;12,12443282;19,56536531;0;0;0;DPN;0,107809847;0,211055276;0,177777778;0,182926829;NA;0,059062;0,381249;0,154917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.178;Spar_12.157;NA;NA;NA;1583;1571;79274;73374;107976,8657;96209,79835;-0,456775803;-0,401888303;42704;54279;47986,07518;48606,91836;-0,179218964;0,148251294;51489;29721;67710,42796;36295,23682;-0,406085149;-0,299266854;64776;45927;46942,01032;54488,76815;0,453593219;-0,257589466;1;1;1;0,0002;SPAR;NA;0,3756;SCER;NA;0,0002;SCER;NA;0,0276;SCER;NA;0,000334064;0,474516026;0,000243994;0,05654327;0;1;0;0;1;0;0;0;308,3414755;278,0370949;423,1928603;367,3512613;359,9870434;309,9848743;477,0128986;381,4410538;259,4162383;234,5402071;293,7301729;211,6353858;384,8610236;271,6999328;281,0322877;324,812828;0;0;NA;NA;0,098945254;NA;NA;NA;NA;0,0324276;0,43944;0,0737929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.179;Spar_12.158;YLR084C;S000004074;RAX2;3082;3082;20243;21920;33795,39918;35635,28038;-0,739375164;-0,701033147;14945;17512;18542,5941;23464,37233;-0,311161465;-0,422107112;11914;9207;16134,92906;11159,31368;-0,437497695;-0,277417838;16173;15413;17496,81969;21746,12973;-0,11349865;-0,496583705;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,000334064;0,000685507;0,000243994;0,000633882;0;1;1;0;1;0;1;0;40,44122754;42,66280214;67,51631743;69,35630725;42,78369495;49,3223214;57,94089173;59,78040254;46,63079299;38,8659686;57,85586262;52,07660794;49,35471761;46,83353203;53,39458324;66,07721167;0;0;0;NA;0,125614418;0,113861386;0,096774194;0,033898305;NA;0,0554441;0,508045;0,109132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.180;Spar_12.159;YLR085C;S000004075;ARP6;884;884;11968;14279;11611,27952;9807,766071;0,043651417;0,541852415;7406;11712;8667,183855;12489,25378;-0,226840417;-0,092692156;3704;3075;3775,809388;2493,735167;-0,027694432;0,302168831;3993;4822;5189,933587;5012,819871;-0,378159697;-0,055979356;1;1;1;0,1844;SCER;NA;0,326;SPAR;NA;0,0002;SPAR;NA;0,3034;SPAR;NA;0,216295216;0,423620879;0,000243994;0,452580066;0;0;0;0;0;1;0;0;83,35879044;96,89179244;80,87450118;66,55125501;46,37373124;57,43159202;47,27249732;46,57491264;80,56398848;90,62440745;94,28340538;96,63859487;42,48325305;51,08310757;55,21794688;53,10460737;0;0;0;NA;0,099544073;0,220588235;0,2;0,164705882;NA;0,0260689;0,501508;0,0519811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.181;Spar_12.160;YLR086W;S000004076;SMC4;3904;3904;27758;35643;36386,04256;45862,86886;-0,390469201;-0,363698813;13757;14634;19471,93239;25249,90105;-0,501199392;-0,786912124;8038;4608;6486,646897;6334,127643;0,30932075;-0,45891992;8869;8574;10565,5268;10902,6747;-0,252495234;-0,34660585;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0022;SCER;NA;0,000334064;NA;0,000243994;0,005709827;0;1;0;0;0;1;1;0;43,77845707;54,7653545;57,38637797;70,46765586;22,7872292;19,48770342;18,38913062;26,78742611;33,88624483;25,64009459;47,9632673;44,24011557;21,36660715;20,56724106;25,45376712;26,15324688;0;0;0;DPN;0,114661654;0,229268293;0,243902439;0,318965517;NA;0,04814;0,49388;0,097473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.182;Spar_12.161;YLR087C;S000004077;CSF1;6682;6682;17311;20194;18250,54705;23565,63424;-0,076246352;-0,222747583;7709;7582;6980,863582;7902,18842;0,143118692;-0,059666081;2339;1126;2503,087313;1099,702937;-0,097776338;0,034062355;3798;2012;3427,234104;4059,049568;0,148154082;-1,012150169;1;0;0;0,0024;SPAR;NA;NA;NA;LOW_COV;0,0046;SCER;NA;NA;NA;LOW_COV;0,00352953;NA;0,005211747;NA;0;1;0;0;1;0;0;0;15,9513621;18,12831096;16,81718167;21,15490491;3,874155766;2,782210077;4,145913881;2,717208084;11,09433027;7,761464761;10,04644002;8,089231992;5,34588003;2,819836146;4,824007992;5,688794577;0;0;NA;NA;0,089116719;0,206030151;0,071428571;0,210526316;NA;0,0157029;0,477292;0,0329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.183;Spar_12.162;YLR088W;S000004078;GAA1;1402;1402;28147;33461;26710,80282;28430,81025;0,075555069;0,235017719;21852;25558;15705,21084;23906,67502;0,476496179;0,096357554;10306;5691;9302,368;4979,406518;0,147799477;0,192672157;18424;12453;10221,94979;11329,30654;0,84985308;0,136422291;1;1;1;0,0024;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,00352953;NA;NA;NA;1;0;0;0;0;0;0;0;123,6135811;143,1635187;117,3066758;121,640904;81,35709861;67,01909702;73,43384213;58,63859474;149,8831094;124,6939072;107,7222146;116,6373236;123,5966303;83,18180547;68,57352089;75,67591527;0;0;0;NA;0,091106291;0,135678392;0,195121951;0,190751445;NA;0,0265977;0,410496;0,0647939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.184;Spar_12.163;NA;NA;NA;1059;1059;46936;51606;39356,55441;45990,89981;0,254085057;0,166186974;31341;49606;21112,34872;26214,37856;0,569941826;0,920130333;25574;17036;21003,94822;16467,32071;0,284005011;0,048977868;34455;30969;35650,91715;31000,66266;-0,04922443;-0,001474208;1;1;1;0,0004;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,0002;SPAR;NA;0,000643008;NA;0,000243994;0,000633882;1;0;0;0;1;0;0;1;272,8928795;292,311364;228,8257581;260,5039798;267,2735785;265,600979;219,5107167;256,7325696;284,5944361;320,4089436;191,712357;169,3206738;306,0039365;273,8631443;316,6251919;274,1431415;0;0;NA;NA;0,069741282;NA;NA;NA;NA;0,00586916;0,357866;0,0164005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.185;Spar_12.164;YLR090W;S000004080;XDJ1;1122;1122;20554;23646;20867,96968;18436,45644;-0,021870003;0,359017525;14305;19240;11761,80241;19396,90528;0,282388533;-0,011717087;9703;5226;8671,049443;3718,427256;0,162206568;0,490902677;7894;10211;6784,045589;5814,787643;0,218580757;0,812218946;1;1;1;NA;NA;REPS_DISAGREE;0,1758;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;0,253826007;NA;NA;0;0;0;0;0;0;0;0;112,7938924;126,4172358;114,5173106;98,56506455;95,71202442;76,90145354;85,53218265;54,71676553;122,6039666;117,2947549;100,8069647;118,2513124;66,1721102;85,22711497;56,86782522;48,5336965;0;0;1;NA;0,117476432;0,050251256;0,078125;0,375;0,098039216;0,0590926;0,462707;0,127711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.186;Spar_12.165;YLR091W;S000004081;GEP5;732;729;5267;5669;3671,731166;4399,699149;0,514477213;0,359691155;4690;8085;3189,024778;3231,815566;0,550403037;1,316710166;1336;1097;1156,745023;1171,269306;0,201757076;-0,100350819;2440;1784;2189,503232;1716,536322;0,150285118;0,049658631;1;0;0;0,0002;SCER;NA;NA;NA;LOW_COV;0,001;SCER;NA;NA;NA;LOW_COV;0,000334064;NA;0,001174646;NA;1;0;0;0;1;0;0;0;44,30312143;46,45546778;31,01181238;36,20210871;20,19987606;24,74306788;17,56146977;26,52669955;61,61284708;75,55014887;42,06683919;30,32392553;31,35086042;22,82370456;28,24807005;22,05097705;0;0;NA;NA;0,137656428;0,282178218;0,219178082;0,132352941;0,235294118;0,0796933;0,452273;0,176206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.187;Spar_12.166;NA;NA;NA;2072;2072;1696;2126;3278,969;6897,791357;-0,950695614;-1,697523596;1425;2453;1551,206784;1910,919382;-0,122346783;0,360113557;196;406;0;350,7760057;7,622051819;0,210371713;290;289;64,02056234;60,4707888;2,162051215;2,238079997;1;0;0;0,0002;SPAR;NA;NA;NA;LOW_COV;NA;NA;LOW_COV;NA;NA;LOW_COV;0,000334064;NA;NA;NA;0;1;0;0;0;0;0;0;5,039856671;6,154814535;9,74386728;19,96911043;1,046934829;3,235148963;0;2,795079156;6,613549817;8,097932984;7,199286555;6,308396696;1,316373;1,306202347;0,29060324;0,273311717;0;0;NA;NA;0,08765386;NA;NA;NA;NA;0,0154386;0,433991;0,0355734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.189;Spar_12.168;YLR094C;S000004084;GIS3;1098;1101;19919;29105;26875,44555;31708,00551;-0,42818829;-0,119639631;12819;18563;22225,30278;21683,99666;-0,789935307;-0,220253204;7044;6195;13386,77719;5046,940979;-0,92230842;0,299578516;10431;10601;18772,9629;15908,40489;-0,843781024;-0,581607011;1;1;1;0,0146;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,019664848;NA;NA;NA;0;1;0;0;0;0;0;0;111,6984844;159,003515;150,2976375;172,750782;71,00195957;93,15302676;134,5672772;75,6823992;112,2693798;115,6410978;194,1198214;134,7157564;89,3499522;90,41632739;160,3674494;135,3136737;0;0;0;OPN;0,106551952;0,085;0,23943662;0,137931034;0,28;0,045555;0,430153;0,105904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.190;Spar_12.169;YLR095C;S000004085;IOC2;2201;2231;41895;50945;46601,8262;52490,70349;-0,134073571;-0,023589171;29046;35057;26792,31192;32026,15;0,136047613;0,149979641;16210;10468;15951,38277;12488,83538;0,042732525;-0,235099451;18744;17164;18600,10738;18902,75154;0,030648682;-0,119671347;1;1;1;0,4676;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,611;SPAR;NA;0,511733791;NA;0,000243994;0,770398316;0;0;0;0;1;0;0;0;117,1990904;138,8426792;128,6136803;141,1306166;81,51101479;78,52386569;79,13152131;92,4222112;126,9041447;108,9484579;115,4835528;98,19096867;80,09639178;73,02992109;78,41273467;79,34650897;0;0;1;NA;0,132075472;0,16080402;0,173076923;0,318181818;0,18;0,0629834;0,544227;0,11573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.191;Spar_12.170;NA;NA;NA;2869;2911;45601;55690;51723,60355;56295,90235;-0,160786712;0,005355527;19719;23417;27305,05028;32347,35623;-0,448594226;-0,445107664;14754;9528;11920,42387;8694,809843;0,328614234;0,152971301;14989;13225;20849,36313;20101,32428;-0,455105255;-0,583018641;1;1;1;NA;NA;REPS_DISAGREE;0,0504;SCER;NA;0,0002;SPAR;NA;0,6802;SPAR;NA;NA;0,087067933;0,000243994;0,832557383;0;0;0;0;0;1;0;0;97,86466349;116,4362289;109,4032866;116,0040082;56,91576251;54,83138303;45,3210791;49,3141858;66,09427677;55,82993072;90,20077962;76,00864091;49,1374744;43,1685539;67,36298249;64,66731545;0;0;NA;NA;0,116212339;NA;NA;NA;NA;0,0406405;0,43906;0,0925624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.192;Spar_12.171;YLR097C;S000004087;HRT3;856;856;13317;13914;9080,145551;11399,71677;0,552431241;0,287516379;12313;15782;5079,747507;8192,476398;1,277186799;0,94582385;1805;2372;1959,507917;695,5041493;-0,118429575;1,768508248;2337;3202;1064,875354;1872,092213;1,133236195;0,774001872;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,0164;SPAR;NA;0,000334064;NA;0,000243994;0,035832603;1;0;0;0;1;0;0;1;95,78879806;97,5033856;65,31348322;79,88379941;23,33763103;45,75082398;25,33518073;13,41466849;138,3246662;126,1114896;57,06605849;65,46479549;25,67767318;35,03078996;11,70026586;20,48122083;0;0;0;NA;0,115087041;NA;NA;NA;NA;0,0629229;0,431379;0,145865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.193;Spar_12.172;YLR098C;S000004088;CHA4;1369;1366;12548;12100;11132,22869;13604,03254;0,169535399;-0,172179096;8925;11825;6587,648686;7088,866778;0,434866241;0,734966795;1737;2211;2071,450984;1215,620296;-0,257074861;0,859307446;2581;3134;1323,091622;1681,922008;0,960321084;0,894332161;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,8402;SPAR;NA;NA;NA;0,000243994;0,947467057;0;0;0;0;1;0;0;0;56,43560052;53,01800525;50,17821643;59,73864651;14,04267025;26,66510478;16,78319771;14,69268701;62,69231292;59,08320999;46,37556857;35,49706915;17,73190009;21,43867359;9,109823006;11,5307491;0;0;0;NA;0,082346886;0,232673267;0,36;0,313432836;NA;0,0156483;0,421242;0,037148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.194;Spar_12.173;YLR099C;S000004089;ICT1;1020;1020;42736;40756;48377,19054;49976,73148;-0,178871171;-0,294237555;41255;64013;43601,81569;55735,29179;-0,079817351;0,199770439;3490;2249;3656,806848;4000,660824;-0,067338538;-0,83067389;9563;8565;27236,48124;22382,94969;-1,509907262;-1,385771043;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,9632;SPAR;NA;0,000334064;NA;0,000243994;1;0;1;0;0;1;0;0;0;257,9739109;239,680578;292,0278506;293,904404;37,86854187;36,40384728;39,67825817;64,75682478;388,9429785;429,2738076;411,0682357;373,7631563;88,17890535;78,63747563;251,1432711;205,5036382;0;0;1;NA;0,09375;0,174757282;0,240963855;0,352380952;0,2;0,0115346;0,529325;0,0217913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.195;Spar_12.174;YLR099W-A;S000007618;MIM2;230;242;7380;8533;15529,97477;8053,047348;-0,999886999;0,156881343;7777;16871;8241,056698;13901,18702;-0,010231967;0,352692328;3718;2339;7113,931469;5421,908433;-0,862561927;-1,139185094;5527;6644;5168,593399;3689,135157;0,170079988;0,921968728;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0018;SCER;NA;NA;NA;NA;0,004744814;0;0;0;0;0;0;1;0;197,5652756;222,5437343;395,1292539;199,6104633;178,9101077;167,9037462;325,3456918;369,905507;325,1575024;501,7407454;327,4741715;392,9188836;226,012442;270,5229756;200,8758474;142,7616532;0;0;0;NA;0,091254753;0,658291457;0,473684211;0,016129032;NA;0,0354202;0,366245;0,0967116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.196;Spar_12.175;YLR100W;S000004090;ERG27;751;754;75796;72920;42031,5028;41273,60451;0,856387001;0,82683157;53026;78064;45614,66023;70319,25674;0,222949548;0,156487147;34868;23206;20840,57185;16015,747;0,748232518;0,540730485;38719;43656;36434,10202;36461,38341;0,093501538;0,265555743;1;1;1;0,0002;SCER;NA;0,1056;SPAR;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,000334064;0,165174603;0,000243994;0,000633882;1;0;0;0;0;1;0;1;621,4245964;582,4359651;343,2316851;328,3518508;513,8548122;510,1740342;305,9067321;350,6952131;678,9822897;711,0125148;581,7583352;637,924537;484,9030485;544,3852779;454,4723264;452,8602111;0;0;0;NA;0,086998088;0,050251256;0,161290323;0,320987654;NA;0,0124736;0,444411;0,0280676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.197;Spar_12.176;YLR102C;S000004092;APC9;633;633;7157;7668;4399,729728;8040,145005;0,701813773;-0,068362476;7972;12953;4190,250374;7055,372011;0,927741962;0,876399122;2296;1802;1292,891997;1124,902363;0,828033659;0,679317673;3900;3929;1698,678921;1840,397179;1,19858176;1,093728471;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;69,6160529;72,66409279;42,79628679;76,19010768;40,14407926;47,00121413;22,60524852;29,34033737;121,1080736;139,9693793;63,65694312;76,2399476;57,94708798;58,12737179;25,23935817;27,22765362;0;0;NA;NA;0,111668758;0,251231527;0,260869565;0,32173913;NA;0,0463592;0,521233;0,0889413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.198;Spar_12.177;YLR103C;S000004093;CDC45;1235;1241;17645;19224;20330,40126;24109,51765;-0,197376387;-0,319686954;10721;12243;14532,49504;20924,78194;-0,431815573;-0,76621451;4204;2352;4160,046401;2555,221766;0,022151498;-0,112519609;4493;3267;4349,130201;6686,401081;0,053933616;-1,026045589;1;1;1;0,0002;SPAR;NA;0,1834;SCER;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,000334064;0,26367234;0,000243994;NA;0;1;0;0;0;1;0;0;87,97044602;93,37234409;100,8690589;116,5346715;37,67463708;31,44331742;37,10027615;33,99466775;83,47911849;67,8089896;112,6102488;115,3335183;34,21686215;24,77333896;32,96107346;50,45718419;0;0;0;DPN;0,090909091;0,216748768;0,221238938;0,186666667;0,12;0,0245061;0,438314;0,0559098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.199;Spar_12.178;YLR104W;S000004094;LCL2;334;361;13465;8941;20067,56799;14771,19838;-0,463465571;-0,612064357;8949;16171;12812,3964;19706,08774;-0,405542614;-0,173065752;6218;3640;7631,289967;4828,209964;-0,183282632;-0,295301715;6204;5902;9641,496688;10218,31219;-0,523824801;-0,679627117;1;1;1;0,0002;SPAR;NA;0,0112;SCER;NA;0,0066;SCER;NA;0,932;SPAR;NA;0,000334064;0,023174103;0,007406586;0,989917925;0;1;1;0;1;0;0;0;248,2229769;160,576168;342,2719754;245,4409058;206,0428643;179,9338684;233,9599408;220,817216;257,6543964;331,1744255;341,297165;373,3873423;174,7012617;165,4836557;251,193255;265,0783955;0;0;0;NA;0,134177215;0,175879397;0,414634146;0,241935484;NA;0,0598787;0,653566;0,0916184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.200;Spar_12.179;YLR105C;S000004095;SEN2;914;914;16003;15079;21630,68207;27970,29583;-0,434713319;-0,891310663;11655;15774;16521,08844;24948,44815;-0,503323277;-0,6613679;2695;2581;3724,376087;5940,008626;-0,46656558;-1,202218882;3256;3060;5322,242749;5529,532336;-0,708761637;-0,853415307;1;1;1;0,0002;SPAR;NA;0,6896;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,000334064;0,766402256;NA;0,000633882;0;1;0;0;0;0;1;0;107,8046014;98,96185037;145,7161937;183,564747;32,6336688;46,62295639;45,09808312;107,2987998;122,6240337;118,048921;173,8208928;186,7083419;33,5049458;31,35289145;54,76703158;56,65582584;0;0;0;NA;0,103265666;NA;NA;NA;NA;0,0401235;0,439752;0,0912413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.201;Spar_12.180;YLR106C;S000004096;MDN1;12091;12097;127719;167964;121750,3208;170175,9564;0,069762776;-0,018159315;43715;46682;46112,67469;66397,79252;-0,076317493;-0,507543989;40897;28647;54660,48846;38538,99369;-0,417778711;-0,427206171;68279;42480;85017,17276;110783,3192;-0,315592453;-1,382148318;1;1;1;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0006;SPAR;NA;NA;NA;REPS_DISAGREE;NA;0,000685507;0,000712427;NA;0;0;0;1;0;1;0;0;65,03922792;83,32886166;61,96924911;84,38377216;37,4354069;39,1178455;50,0088165;52,59890146;34,76784538;26,40910081;36,65659733;37,54415563;53,11236619;32,90217856;66,09973175;85,76282148;0;0;0;NA;0,112543247;0,178217822;0,238461538;0,320261438;0,277777778;0,0466471;0,478788;0,0974274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.202;Spar_12.181;YLR107W;S000004097;REX3;1097;1097;12081;14821;11790,7996;12996,6299;0,035075381;0,189491556;8871;12579;11091,43164;15799,2238;-0,322244392;-0,328813071;2960;365;2229,784871;1515,99745;0,408533099;-2,051303107;2539;2675;1694,410883;2031,818504;0,583193544;0,396596703;1;0;0;0,3322;SCER;NA;NA;NA;LOW_COV;0,0002;SPAR;NA;NA;NA;LOW_COV;0,374499421;NA;0,000243994;NA;0;0;0;0;0;1;0;0;67,80759569;81,04240886;66,17903506;71,06610944;29,86334223;5,493438122;22,49609233;22,81633199;77,76344064;78,43427216;97,22780815;98,51344458;21,7684142;22,83597332;14,52723038;17,34525351;0;0;NA;NA;0,113673806;0,18;0,314285714;0,292035398;0,351851852;0,0434697;0,524777;0,0828345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.204;Spar_12.184;YLR108C;S000004098;NA;1244;1244;60244;57559;63989,48667;62524,75682;-0,087015928;-0,119384023;15448;22508;50190,33049;60270,82673;-1,699924733;-1,420981827;12625;8894;16692,6274;9761,249538;-0,402899819;-0,134219024;4893;3685;21485,30072;16938,4935;-2,13433111;-2,200262762;1;1;1;0,0004;SPAR;NA;0,888;SPAR;NA;0,0002;SPAR;NA;0,0074;SPAR;NA;0,000643008;0,922318841;0,000243994;0,017320243;0;1;0;0;0;1;0;1;298,1779388;277,5455838;316,7174894;301,4880112;112,3218723;118,0415069;148,5097846;129,5504778;119,4156911;123,7607428;387,9798681;331,4004926;36,99351126;27,74083185;162,4395492;127,5136771;0;0;0;NA;0,131777625;0,139303483;0,237354086;0,212121212;0,444444444;0,0645988;0,539158;0,119814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_12.205;Spar_12.185;YLR109W;S000004099;AHP1;320;320;908240;709752;769192,9655;605257,8681;0,23972772;0,22976473;471393;890486;642248,9768;1036133,984;-0,446201537;-0,218545509;983909;847282;716782,5501;548033,0782;0,456988827;0,628578316;794850;1030518;1111012,839;962563,5901;-0,483120439;0,098415848;1;1;1;0,0004;SCER;NA;0,0304;SCER;NA;0,0002;SPAR;NA;0,4686;SPAR;NA;0,000643008;0,055604022;0,000243994;0,632469138;1;0;0;0;0;1;0;0;17475,62574;13304,48623;14800,25253;11345,63693;34029,7127;43715,55556;24790,66602;28275,53157;14165,85091;19034,58878;19300,25107;22147,88813;23361,77944;30158,37741;32654,25791;28169,67392;0;0;1;OPN;0,064150943;0,169154229;0,178571429;0,157142857;NA;0,00980314;0,312797;0,0313403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
